2019-06-14 11:32:16 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:30:36 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:30:36 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:30:36 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:30:36 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:30:36 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:30:36 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:30:36 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:30:36 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:30:36 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:30:36 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:30:36 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:30:36 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:30:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:30:37 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:30:37 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 10:30:37 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 10:30:37 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:30:40 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 10:30:41 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-16 10:30:43 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-16 10:30:43 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-16 10:30:43 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-16 10:30:43 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-16 10:30:43 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-16 10:30:43 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-16 10:30:43 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-16 10:30:43 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-16 10:30:43 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-16 10:30:44 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-16 10:30:44 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:30:44 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:30:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-16 10:30:44 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-16 10:30:44 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:30:44 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:30:44 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-16 10:30:44 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-16 10:30:46 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-16 10:30:46 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-16 10:30:46 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-16 10:30:47 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 10:30:48 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 10:30:48 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 10:30:48 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 10:30:48 [root] [ERROR] :40: 获取text失败，返回空字符串 
2019-09-16 10:33:24 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:33:24 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:33:24 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:33:24 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:33:24 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:33:24 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:33:24 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:33:24 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:33:24 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:33:24 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:33:24 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:33:24 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:33:25 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:33:25 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 10:33:25 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 10:33:25 [root] [INFO] :20: 获取到文本：首页
2019-09-16 10:33:36 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:33:36 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:33:36 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:33:36 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:33:36 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:33:36 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:33:36 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:33:36 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:33:36 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:33:36 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:33:36 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:33:37 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:33:37 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:33:37 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:33:37 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:33:37 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:33:37 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 10:33:37 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 10:33:38 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:33:41 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 10:33:41 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-16 10:33:43 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-16 10:33:43 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-16 10:33:43 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-16 10:33:44 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-16 10:33:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-16 10:33:44 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-16 10:33:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-16 10:33:44 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-16 10:33:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-16 10:33:44 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-16 10:33:44 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:33:44 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:33:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-16 10:33:44 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-16 10:33:44 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:33:44 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:33:44 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-16 10:33:44 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-16 10:33:46 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-16 10:33:46 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-16 10:33:46 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-16 10:33:48 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 10:33:48 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 10:33:48 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 10:33:48 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 10:33:48 [root] [ERROR] :40: 获取text失败，返回空字符串 
2019-09-16 10:46:44 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:46:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:46:44 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:46:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:46:44 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:46:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:46:44 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:46:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:46:44 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:46:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:46:44 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:46:44 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:46:45 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:46:45 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 10:46:45 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 10:46:45 [root] [INFO] :20: 获取到文本：首页
2019-09-16 10:50:39 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-16 10:50:52 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:50:52 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:50:52 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-16 10:50:52 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:50:52 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:50:52 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:50:52 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:50:52 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:50:52 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:50:52 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:50:52 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:50:52 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:50:52 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:50:52 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:50:53 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:50:54 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:50:54 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 10:50:54 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 10:50:54 [root] [INFO] :20: 获取到文本：首页
2019-09-16 10:50:56 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 10:51:06 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 10:51:07 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 10:51:07 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 10:51:07 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 10:52:25 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:52:25 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:52:25 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:52:25 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:52:26 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:52:26 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:52:26 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:52:26 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:52:26 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-16 10:52:26 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:52:26 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:52:26 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:52:26 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:52:26 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:52:26 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:52:26 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 10:52:26 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:52:26 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:52:26 [root] [INFO] :20: 获取到文本：首页
2019-09-16 10:52:27 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:52:30 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 10:52:30 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-16 10:52:32 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-16 10:52:33 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-16 10:52:33 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-16 10:52:33 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-16 10:52:33 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-16 10:52:33 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-16 10:52:33 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-16 10:52:33 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-16 10:52:33 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-16 10:52:34 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-16 10:52:34 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:52:34 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:52:34 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-16 10:52:34 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-16 10:52:34 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:52:34 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:52:34 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-16 10:52:34 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-16 10:52:36 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-16 10:52:36 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-16 10:52:36 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-16 10:52:48 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:52:48 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:52:48 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:52:48 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:52:48 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:52:48 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:52:48 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:52:48 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:52:48 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:52:48 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:52:48 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:52:48 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:52:48 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:52:48 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-16 10:52:50 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:52:50 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 10:52:50 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 10:52:50 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:52:50 [root] [INFO] :20: 获取到文本：首页
2019-09-16 10:52:53 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 10:52:53 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-16 10:52:55 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-16 10:53:01 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-16 10:53:01 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-16 10:53:06 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-16 10:53:06 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-16 10:53:06 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-16 10:53:06 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-16 10:53:06 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-16 10:53:06 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-16 10:53:12 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
